gen_index,rank,real_index,distance
0,0,176,7.593015
0,1,23,7.716385
0,2,250,7.912555
0,3,432,8.076463
0,4,620,8.140497
1,0,484,8.930275
1,1,330,9.212819
1,2,632,9.297735
1,3,4,9.470381
1,4,239,9.477796
2,0,296,7.247074
2,1,304,7.959327
2,2,455,8.301405
2,3,1,8.515761
2,4,619,8.643302
3,0,399,7.623887
3,1,162,7.833916
3,2,261,7.861103
3,3,549,8.062083
3,4,529,8.289832
4,0,434,8.608506
4,1,31,8.875956
4,2,134,8.885557
4,3,421,8.997955
4,4,65,9.056204
5,0,590,8.681399
5,1,368,9.615191
5,2,578,9.661252
5,3,520,9.969007
5,4,37,10.100523
6,0,556,8.444326
6,1,83,8.834283
6,2,577,8.895080
6,3,162,8.897834
6,4,8,8.918879
7,0,549,6.025337
7,1,399,6.747183
7,2,250,7.380597
7,3,425,7.492774
7,4,259,7.547906
8,0,413,7.845123
8,1,83,7.934712
8,2,387,7.988678
8,3,239,8.006155
8,4,247,8.022676
9,0,399,5.657167
9,1,549,6.431705
9,2,250,6.795716
9,3,425,7.178638
9,4,633,7.212846
10,0,65,8.216236
10,1,379,8.238040
10,2,463,8.242569
10,3,583,8.268966
10,4,261,8.431088
11,0,65,6.352009
11,1,602,6.574705
11,2,549,6.722165
11,3,633,6.745360
11,4,250,6.868974
12,0,1,7.482523
12,1,556,7.580517
12,2,65,7.782889
12,3,8,7.947774
12,4,261,8.089520
13,0,549,7.669953
13,1,399,7.756349
13,2,425,8.010415
13,3,250,8.382885
13,4,0,8.573680
14,0,15,7.472329
14,1,21,7.780815
14,2,324,7.828624
14,3,566,7.845711
14,4,155,7.898581
15,0,162,7.320692
15,1,261,8.025069
15,2,247,8.252123
15,3,455,8.315264
15,4,83,8.341204
16,0,37,10.286897
16,1,319,10.904190
16,2,173,10.973451
16,3,240,11.160527
16,4,502,11.270559
17,0,261,7.436158
17,1,463,7.569442
17,2,54,7.957552
17,3,583,8.058894
17,4,162,8.077774
18,0,399,7.259372
18,1,549,7.964942
18,2,250,8.170400
18,3,54,8.363660
18,4,633,8.716166
19,0,52,7.753622
19,1,602,8.018263
19,2,21,8.338843
19,3,149,8.518900
19,4,165,8.540646
20,0,455,8.313455
20,1,83,8.656011
20,2,247,8.661628
20,3,261,8.664707
20,4,296,8.760923
21,0,261,7.238002
21,1,162,7.369950
21,2,583,7.448398
21,3,577,7.530588
21,4,83,7.920064
22,0,556,7.257960
22,1,552,7.384594
22,2,455,7.489531
22,3,81,8.140648
22,4,577,8.171183
23,0,261,7.851842
23,1,162,8.149864
23,2,399,8.371350
23,3,54,8.389647
23,4,247,8.679948
24,0,173,8.503518
24,1,319,8.673951
24,2,384,9.214863
24,3,37,9.320178
24,4,127,9.497677
25,0,250,6.653480
25,1,23,6.694447
25,2,425,7.213519
25,3,184,7.365667
25,4,633,7.415910
26,0,273,9.011786
26,1,393,9.036500
26,2,509,9.164958
26,3,56,9.301001
26,4,138,9.566635
27,0,397,7.223796
27,1,65,7.297113
27,2,549,7.325201
27,3,602,7.325380
27,4,425,7.337406
28,0,584,7.943330
28,1,63,8.570021
28,2,15,8.595976
28,3,37,8.743050
28,4,109,9.073249
29,0,590,10.719362
29,1,368,11.173604
29,2,37,11.179734
29,3,173,11.269530
29,4,139,11.299919
30,0,552,7.537038
30,1,399,7.598997
30,2,250,7.607847
30,3,455,7.626729
30,4,556,7.639211
31,0,425,6.839695
31,1,250,7.038468
31,2,21,7.169671
31,3,149,7.274230
31,4,613,7.335401
32,0,296,6.537135
32,1,455,6.671486
32,2,399,7.145858
32,3,549,7.177800
32,4,304,7.332305
33,0,134,6.830949
33,1,633,6.901414
33,2,549,6.905601
33,3,399,6.912049
33,4,65,7.110860
34,0,65,7.274016
34,1,134,7.326147
34,2,54,7.335559
34,3,602,7.522052
34,4,351,7.697259
35,0,484,7.408088
35,1,421,7.816120
35,2,239,7.997306
35,3,632,8.100444
35,4,577,8.159246
36,0,382,8.790576
36,1,169,9.422646
36,2,632,9.493933
36,3,508,9.584361
36,4,452,9.602287
37,0,261,7.232472
37,1,399,7.269165
37,2,549,7.294535
37,3,162,8.131868
37,4,379,8.231208
38,0,525,8.825681
38,1,597,9.118161
38,2,260,9.313260
38,3,4,9.377695
38,4,452,9.418380
39,0,37,9.859629
39,1,323,10.090539
39,2,442,10.114071
39,3,52,10.353013
39,4,602,10.475304
40,0,368,8.581621
40,1,324,8.840851
40,2,566,8.938057
40,3,15,9.009960
40,4,330,9.171289
41,0,273,9.306062
41,1,579,9.455997
41,2,37,9.596683
41,3,173,9.657049
41,4,509,9.773069
42,0,579,8.448340
42,1,602,8.589386
42,2,65,8.749128
42,3,440,8.771653
42,4,184,8.783387
43,0,250,6.369440
43,1,425,6.513283
43,2,633,6.691765
43,3,0,6.722692
43,4,549,6.979759
44,0,184,7.614360
44,1,425,7.642666
44,2,52,7.879955
44,3,620,7.880334
44,4,0,7.916727
45,0,455,6.966753
45,1,304,7.191316
45,2,250,7.541988
45,3,1,7.588818
45,4,293,7.613569
46,0,88,9.112496
46,1,413,9.355732
46,2,522,9.359329
46,3,263,9.441192
46,4,20,9.551372
47,0,54,7.501794
47,1,399,8.420476
47,2,162,8.541060
47,3,583,8.571313
47,4,91,8.678970
48,0,250,7.145944
48,1,149,7.324022
48,2,184,7.339942
48,3,203,7.550219
48,4,330,7.664321
49,0,442,8.622031
49,1,15,8.675095
49,2,323,8.795414
49,3,599,8.984035
49,4,63,9.009432
50,0,127,8.278194
50,1,0,8.400395
50,2,602,8.543357
50,3,620,8.686643
50,4,539,8.691721
51,0,37,9.641666
51,1,173,9.847333
51,2,323,10.702911
51,3,52,10.708644
51,4,407,10.791769
52,0,425,6.705806
52,1,1,7.247723
52,2,304,7.433646
52,3,633,7.496117
52,4,250,7.678201
53,0,296,7.472471
53,1,81,7.831898
53,2,556,7.929218
53,3,304,8.049173
53,4,455,8.181169
54,0,370,9.574065
54,1,248,9.918146
54,2,164,9.925350
54,3,469,10.036998
54,4,22,10.125898
55,0,549,5.853023
55,1,399,6.016097
55,2,552,6.367988
55,3,250,6.560584
55,4,81,6.713047
