gen_index,rank,real_index,distance
0,0,626,11.666294
0,1,434,12.705434
0,2,584,13.460663
0,3,370,13.620448
0,4,396,13.812025
1,0,559,10.042734
1,1,491,10.316035
1,2,326,10.318040
1,3,496,10.469539
1,4,117,10.563448
2,0,453,11.058124
2,1,160,11.080354
2,2,339,11.091797
2,3,488,11.259789
2,4,218,11.335111
3,0,589,9.772504
3,1,505,10.035102
3,2,20,10.036273
3,3,203,10.132939
3,4,18,10.145833
4,0,236,9.515269
4,1,522,9.830292
4,2,243,9.851355
4,3,662,9.863964
4,4,670,10.005324
5,0,479,11.991205
5,1,598,12.018927
5,2,582,12.623784
5,3,717,12.637249
5,4,508,12.853104
6,0,508,12.217741
6,1,716,12.249599
6,2,471,12.443939
6,3,140,12.670252
6,4,513,12.751766
7,0,516,11.829779
7,1,393,12.097080
7,2,131,12.227144
7,3,378,12.355105
7,4,491,12.424555
8,0,720,12.778680
8,1,147,12.980085
8,2,724,12.994344
8,3,231,13.022601
8,4,84,13.044660
9,0,607,10.812012
9,1,33,11.052766
9,2,720,11.153179
9,3,718,11.404234
9,4,470,11.433455
10,0,20,10.059661
10,1,525,10.079478
10,2,18,10.123749
10,3,462,10.135523
10,4,670,10.173066
11,0,282,12.224254
11,1,542,12.311615
11,2,404,12.346931
11,3,513,12.413529
11,4,134,12.563897
12,0,105,9.783105
12,1,157,10.619266
12,2,497,10.622312
12,3,491,10.662116
12,4,242,10.688936
13,0,706,10.400680
13,1,486,10.438187
13,2,622,10.491911
13,3,215,10.541402
13,4,633,10.577089
14,0,231,10.377741
14,1,471,10.911588
14,2,104,11.079285
14,3,497,11.230960
14,4,209,11.254207
15,0,442,11.232642
15,1,20,11.621322
15,2,655,11.748237
15,3,496,11.874298
15,4,55,12.029761
16,0,542,10.769171
16,1,229,10.882171
16,2,667,10.883253
16,3,117,10.935346
16,4,716,10.998160
17,0,73,12.689431
17,1,304,12.695440
17,2,452,12.746244
17,3,488,12.805298
17,4,407,13.237172
18,0,497,11.391520
18,1,542,11.835414
18,2,623,11.990251
18,3,208,12.493406
18,4,680,12.705417
19,0,597,10.582991
19,1,47,10.752526
19,2,727,10.913366
19,3,257,11.030854
19,4,667,11.291560
20,0,471,10.308700
20,1,55,10.370266
20,2,178,10.421497
20,3,117,10.468383
20,4,497,10.577289
21,0,667,10.186379
21,1,62,10.216202
21,2,488,10.313900
21,3,732,10.522629
21,4,455,10.579155
22,0,105,9.102662
22,1,558,9.125811
22,2,659,9.615925
22,3,18,9.693401
22,4,505,9.728407
23,0,18,11.168551
23,1,39,11.220301
23,2,473,11.427148
23,3,634,11.715187
23,4,20,11.774730
24,0,247,11.809634
24,1,622,12.146053
24,2,344,12.347582
24,3,101,12.549054
24,4,314,12.558211
25,0,560,11.004782
25,1,55,11.319075
25,2,677,11.415910
25,3,659,11.436323
25,4,382,11.500332
26,0,544,12.277219
26,1,642,12.529861
26,2,187,12.590827
26,3,524,12.689150
26,4,344,12.830497
27,0,24,12.420597
27,1,222,13.488249
27,2,509,13.598010
27,3,508,13.619595
27,4,539,13.642994
28,0,160,11.994058
28,1,84,12.047800
28,2,699,12.106769
28,3,654,12.265744
28,4,453,12.435893
29,0,226,11.024066
29,1,326,11.384914
29,2,153,11.797115
29,3,313,11.845126
29,4,401,12.033812
30,0,633,11.517806
30,1,611,11.995249
30,2,636,12.295058
30,3,655,12.466520
30,4,629,12.575480
31,0,208,11.391783
31,1,642,11.409431
31,2,497,11.746870
31,3,496,11.774708
31,4,617,11.785109
32,0,113,11.876349
32,1,123,12.355903
32,2,49,13.211303
32,3,556,13.403823
32,4,573,13.875192
33,0,633,10.963195
33,1,476,11.873602
33,2,215,12.001986
33,3,335,12.232599
33,4,401,12.238899
34,0,611,12.984653
34,1,633,13.052179
34,2,244,13.641222
34,3,547,14.349317
34,4,676,14.541569
35,0,643,14.061723
35,1,113,14.074333
35,2,417,14.113862
35,3,359,14.318074
35,4,528,14.371399
36,0,84,10.725231
36,1,377,11.160748
36,2,196,11.238949
36,3,454,11.539824
36,4,717,11.547378
37,0,151,11.162286
37,1,232,11.348311
37,2,294,11.555305
37,3,716,11.556953
37,4,248,11.683520
38,0,104,10.765480
38,1,160,12.196709
38,2,153,12.269524
38,3,654,12.285282
38,4,525,12.302929
39,0,182,10.073046
39,1,117,10.091929
39,2,118,10.119727
39,3,178,10.156602
39,4,55,10.317074
40,0,667,10.761389
40,1,739,11.591160
40,2,117,11.741177
40,3,716,11.757909
40,4,195,11.964308
41,0,226,10.373235
41,1,401,11.674641
41,2,281,12.012897
41,3,525,12.437694
41,4,326,12.975040
42,0,497,12.895525
42,1,307,13.102967
42,2,491,13.175488
42,3,208,13.259255
42,4,242,13.309547
43,0,148,14.832802
43,1,538,14.910242
43,2,509,15.357853
43,3,219,15.430382
43,4,712,15.525073
44,0,62,11.000971
44,1,667,11.384901
44,2,378,11.616036
44,3,195,11.699239
44,4,231,11.800576
45,0,20,9.807883
45,1,331,10.015732
45,2,18,10.028127
45,3,496,10.205239
45,4,525,10.316276
46,0,655,10.328456
46,1,633,10.585482
46,2,569,11.387865
46,3,647,11.444385
46,4,129,11.462636
47,0,331,9.284232
47,1,20,9.864499
47,2,36,10.181129
47,3,401,10.443662
47,4,589,10.481723
48,0,401,11.209100
48,1,215,11.278988
48,2,516,11.403296
48,3,633,11.727135
48,4,203,12.018472
49,0,620,13.737474
49,1,349,13.856600
49,2,667,14.359086
49,3,572,14.396008
49,4,138,14.451977
50,0,349,10.467934
50,1,627,11.168064
50,2,371,11.524025
50,3,220,11.719498
50,4,461,11.918987
51,0,551,11.529148
51,1,598,11.844628
51,2,701,12.337525
51,3,304,12.616367
51,4,488,12.622242
52,0,402,12.625522
52,1,24,13.213319
52,2,113,13.425330
52,3,377,13.648268
52,4,206,13.802112
53,0,64,12.941535
53,1,609,13.141596
53,2,467,13.262758
53,3,116,13.361095
53,4,63,13.362269
54,0,296,12.399685
54,1,248,13.206705
54,2,201,13.225990
54,3,215,13.226187
54,4,330,13.247406
55,0,509,12.554007
55,1,474,13.166162
55,2,196,13.275061
55,3,516,13.381616
55,4,551,13.532909
56,0,379,12.210985
56,1,724,12.265715
56,2,497,12.664354
56,3,307,12.792254
56,4,654,12.795286
57,0,497,10.274362
57,1,505,11.019955
57,2,471,11.266524
57,3,127,11.393719
57,4,659,11.406044
58,0,558,12.113860
58,1,105,12.838002
58,2,331,12.891291
58,3,335,13.114495
58,4,659,13.366775
59,0,508,12.793819
59,1,206,13.110918
59,2,620,13.183088
59,3,509,13.359802
59,4,63,13.554436
60,0,117,10.424311
60,1,716,10.559538
60,2,491,10.640383
60,3,273,11.014248
60,4,683,11.062611
61,0,633,12.017242
61,1,516,12.026074
61,2,304,12.109448
61,3,551,12.191473
61,4,564,12.266842
62,0,222,12.040252
62,1,84,12.228035
62,2,582,12.307675
62,3,508,12.696584
62,4,372,12.724894
63,0,717,12.672578
63,1,91,13.281840
63,2,135,13.316163
63,3,154,13.549303
63,4,739,13.747540
64,0,179,12.802821
64,1,83,12.962303
64,2,706,13.010998
64,3,671,13.181489
64,4,519,13.246601
65,0,661,11.743092
65,1,620,12.296741
65,2,360,12.470316
65,3,510,12.605567
65,4,185,12.636639
66,0,295,10.532612
66,1,559,10.766762
66,2,525,11.011715
66,3,226,11.445262
66,4,209,11.525828
67,0,195,12.691295
67,1,160,13.067494
67,2,132,13.161695
67,3,480,13.176149
67,4,306,13.183459
68,0,273,9.967286
68,1,217,10.060404
68,2,667,10.350861
68,3,7,10.501398
68,4,55,10.905749
69,0,344,10.145698
69,1,231,10.333164
69,2,187,10.548901
69,3,483,10.645964
69,4,629,10.744571
70,0,195,10.850348
70,1,593,10.856480
70,2,508,11.138392
70,3,479,11.198817
70,4,405,11.441481
71,0,497,9.951460
71,1,371,10.380320
71,2,42,10.412224
71,3,505,10.754484
71,4,55,10.802747
72,0,613,12.749104
72,1,98,12.925145
72,2,244,13.554138
72,3,463,13.771131
72,4,232,13.789600
73,0,295,9.296642
73,1,226,9.648111
73,2,525,9.702272
73,3,326,10.195199
73,4,117,10.360162
74,0,179,13.975519
74,1,583,14.316108
74,2,575,14.521746
74,3,41,14.537893
74,4,542,14.585685
75,0,231,10.556767
75,1,345,10.720973
75,2,134,11.102275
75,3,3,11.240054
75,4,120,11.514713
76,0,42,10.447235
76,1,134,10.751445
76,2,332,11.034992
76,3,497,11.111460
76,4,55,11.144813
77,0,290,11.915732
77,1,222,12.384052
77,2,413,12.583093
77,3,125,12.598494
77,4,717,12.957829
78,0,497,10.078955
78,1,525,10.934155
78,2,476,11.130668
78,3,731,11.202900
78,4,683,11.256880
79,0,724,11.843449
79,1,611,12.261928
79,2,633,12.349899
79,3,569,12.409873
79,4,486,12.429420
80,0,667,9.932275
80,1,739,10.432075
80,2,371,10.757682
80,3,212,10.879242
80,4,542,10.893889
81,0,496,9.155757
81,1,655,10.102562
81,2,20,10.362288
81,3,670,10.394900
81,4,18,10.449449
82,0,683,8.255872
82,1,190,8.825729
82,2,703,9.281164
82,3,491,9.390336
82,4,470,9.745275
83,0,378,11.018666
83,1,131,11.799353
83,2,667,11.884525
83,3,654,12.094898
83,4,569,12.140653
84,0,98,11.781810
84,1,244,12.176184
84,2,613,12.204605
84,3,463,12.639116
84,4,611,12.928191
85,0,633,8.814024
85,1,622,11.112371
85,2,304,11.398759
85,3,343,11.550073
85,4,706,11.644046
86,0,393,10.860578
86,1,315,11.170476
86,2,510,11.212293
86,3,620,11.317721
86,4,429,11.663254
87,0,229,11.417284
87,1,172,11.600689
87,2,429,11.659386
87,3,617,11.659855
87,4,38,11.964218
88,0,434,11.719068
88,1,717,12.955995
88,2,222,13.109012
88,3,24,13.110790
88,4,405,13.157396
89,0,611,11.409580
89,1,633,11.471323
89,2,401,12.311452
89,3,486,12.398888
