gen_index,rank,real_index,distance
0,0,71,9.208893
0,1,30,9.423446
0,2,48,10.092934
0,3,32,10.119709
0,4,80,10.247644
1,0,21,8.127155
1,1,87,8.167740
1,2,4,8.449658
1,3,47,8.533875
1,4,39,8.568421
2,0,45,10.980816
2,1,71,11.017581
2,2,35,11.073259
2,3,66,11.232653
2,4,20,11.247846
3,0,91,9.567149
3,1,22,9.712646
3,2,60,10.143857
3,3,39,10.188401
3,4,48,10.352556
4,0,71,10.084921
4,1,45,10.442651
4,2,58,10.588446
4,3,30,10.734156
4,4,91,11.057188
5,0,91,9.530988
5,1,22,9.633208
5,2,39,10.091860
5,3,87,10.355930
5,4,48,10.407701
6,0,4,8.443426
6,1,84,10.195857
6,2,47,10.239869
6,3,56,10.244020
6,4,74,10.499614
7,0,4,7.047048
7,1,47,8.377044
7,2,50,8.389374
7,3,84,8.693589
7,4,56,8.704819
8,0,30,10.967173
8,1,91,11.217515
8,2,22,11.256248
8,3,87,11.261507
8,4,77,11.318126
9,0,41,9.666184
9,1,89,9.904429
9,2,74,10.003033
9,3,77,10.127236
9,4,84,10.137552
10,0,32,10.281232
10,1,64,10.453755
10,2,11,10.508129
10,3,66,10.581962
10,4,30,10.684730
11,0,35,9.580113
11,1,87,9.862915
11,2,47,10.180671
11,3,73,10.592269
11,4,21,10.676618
12,0,61,7.299267
12,1,6,7.369524
12,2,28,8.410686
12,3,81,9.286417
12,4,23,9.526465
13,0,35,9.953720
13,1,11,10.194992
13,2,91,10.304513
13,3,45,10.555281
13,4,22,10.608543
14,0,39,8.465329
14,1,84,8.558033
14,2,22,8.601414
14,3,74,8.781430
14,4,4,9.114299
15,0,71,9.513531
15,1,32,9.546677
15,2,30,9.724398
15,3,1,9.902202
15,4,63,10.110782
16,0,35,9.796002
16,1,87,9.886971
16,2,47,10.218260
16,3,21,10.749457
16,4,11,10.797127
17,0,75,9.384946
17,1,73,10.556148
17,2,25,10.676006
17,3,41,10.729268
17,4,62,10.940424
18,0,32,8.620894
18,1,1,8.750488
18,2,76,9.107318
18,3,18,9.371077
18,4,5,9.527215
19,0,11,9.170501
19,1,34,9.259513
19,2,20,9.524738
19,3,87,9.590855
19,4,30,9.638845
20,0,64,7.973222
20,1,30,8.835513
20,2,66,9.100067
20,3,45,9.345967
20,4,13,9.428788
21,0,35,11.742700
21,1,11,12.135816
21,2,45,12.343036
21,3,71,12.742774
21,4,89,12.781892
22,0,91,9.157140
22,1,84,9.298401
22,2,22,9.371575
22,3,35,9.684283
22,4,4,9.729995
23,0,11,8.431508
23,1,77,8.689372
23,2,87,8.921683
23,3,84,8.933183
23,4,91,9.130276
24,0,62,8.104368
24,1,41,9.405708
24,2,37,9.579339
24,3,4,9.939275
24,4,56,10.552631
25,0,91,9.004248
25,1,77,9.349849
25,2,35,9.517828
25,3,73,9.664766
25,4,89,9.683880
26,0,75,9.676774
26,1,25,10.551842
26,2,73,10.561296
26,3,41,10.715666
26,4,62,10.738465
27,0,1,7.600880
27,1,33,7.724129
27,2,59,7.778928
27,3,18,7.816335
27,4,67,8.369893
28,0,11,10.084333
28,1,45,10.411243
28,2,66,10.477466
28,3,74,10.491094
28,4,22,10.552004
29,0,91,8.136103
29,1,84,8.294495
29,2,74,8.389356
29,3,22,8.425715
29,4,87,8.691497
30,0,84,9.769861
30,1,22,9.933064
30,2,74,9.943748
30,3,48,10.021793
30,4,39,10.144684
31,0,86,8.756415
31,1,91,9.006844
31,2,4,9.249419
31,3,31,9.429018
31,4,22,9.437047
32,0,89,9.310232
32,1,91,9.493261
32,2,73,9.810506
32,3,77,9.863070
32,4,35,10.014976
33,0,1,8.089526
33,1,32,8.253025
33,2,18,8.686878
33,3,30,9.172161
33,4,5,9.186460
34,0,39,8.713417
