gen_index,rank,real_index,distance
0,0,131,9.942944
0,1,156,10.366166
0,2,52,10.381699
0,3,172,10.439146
0,4,75,10.961082
1,0,24,8.334974
1,1,43,9.054286
1,2,120,9.387124
1,3,27,9.402703
1,4,21,9.708153
2,0,9,7.806658
2,1,120,8.373025
2,2,110,8.382853
2,3,26,8.678041
2,4,151,8.709393
3,0,136,9.166463
3,1,51,9.180737
3,2,122,9.539939
3,3,80,9.785349
3,4,119,9.877552
4,0,78,10.751876
4,1,37,11.194167
4,2,95,11.397294
4,3,103,11.708427
4,4,66,11.879563
5,0,120,8.512747
5,1,21,8.545440
5,2,164,8.855764
5,3,24,9.096457
5,4,123,9.242811
6,0,123,9.193636
6,1,29,9.309790
6,2,94,9.754650
6,3,10,9.764606
6,4,162,10.036445
7,0,42,8.549189
7,1,80,8.776671
7,2,9,9.158146
7,3,160,9.313247
7,4,107,9.344518
8,0,44,8.124256
8,1,42,8.215924
8,2,138,8.607007
8,3,167,8.685245
8,4,107,8.716744
9,0,172,8.935636
9,1,78,9.470175
9,2,9,9.475278
9,3,97,9.503427
9,4,164,9.526711
10,0,137,4.893582
10,1,4,5.304843
10,2,139,5.700165
10,3,2,5.969905
10,4,3,6.255842
11,0,77,7.222140
11,1,123,7.618233
11,2,168,7.902065
11,3,27,8.359609
11,4,106,8.609067
12,0,97,8.944733
12,1,125,9.955884
12,2,120,10.219075
12,3,134,10.762192
12,4,164,10.927194
13,0,117,9.808553
13,1,43,10.281149
13,2,120,10.550494
13,3,168,10.607700
13,4,21,10.706689
14,0,9,6.888756
14,1,110,7.564542
14,2,120,7.802822
14,3,66,8.158839
14,4,24,8.190616
15,0,24,9.737597
15,1,120,10.503691
15,2,123,10.721816
15,3,43,10.769372
15,4,168,10.960339
16,0,17,8.242706
16,1,106,8.652230
16,2,168,8.671259
16,3,24,8.759224
16,4,123,8.875257
17,0,77,8.829142
17,1,168,9.328894
17,2,164,9.386090
17,3,123,9.519419
17,4,93,9.651736
18,0,78,9.957211
18,1,37,10.423099
18,2,95,10.615790
18,3,103,10.878830
18,4,9,11.068286
19,0,44,8.282503
19,1,107,8.294403
19,2,34,8.333129
19,3,138,8.434462
19,4,166,8.793770
20,0,123,7.721193
20,1,80,8.129130
20,2,9,8.424245
20,3,51,8.632059
20,4,110,8.806785
21,0,17,8.692182
21,1,24,8.898637
21,2,123,9.046170
21,3,106,9.238975
21,4,168,9.313732
22,0,162,7.017865
22,1,47,7.343476
22,2,64,7.513074
22,3,17,7.787162
22,4,80,7.909110
23,0,156,11.513924
23,1,75,11.743120
23,2,31,11.901579
23,3,9,12.403872
23,4,110,12.406651
24,0,9,10.951743
24,1,110,11.178678
24,2,42,11.612243
24,3,109,11.779445
24,4,167,12.171863
25,0,37,9.501423
25,1,103,9.539667
25,2,78,9.982761
25,3,38,10.072866
25,4,120,10.107256
26,0,173,8.101582
26,1,8,8.511298
26,2,34,8.748681
26,3,76,8.841707
26,4,43,8.906476
27,0,120,9.834908
27,1,158,9.947534
27,2,168,10.135520
27,3,117,10.155162
27,4,167,10.259196
28,0,8,8.422791
28,1,84,9.144547
28,2,168,9.203569
28,3,24,9.208297
28,4,120,9.290971
29,0,164,8.105396
29,1,120,9.078270
29,2,123,9.099886
29,3,134,9.190865
29,4,21,9.216516
30,0,123,8.981029
30,1,78,9.440824
30,2,120,9.527705
30,3,9,9.547306
30,4,110,9.686630
31,0,158,8.123816
31,1,168,8.644078
31,2,43,8.758900
31,3,27,8.787004
31,4,44,9.205101
32,0,24,9.223013
32,1,123,9.413754
32,2,120,9.523258
32,3,77,9.651306
32,4,80,9.711927
33,0,138,7.598354
33,1,86,7.780411
33,2,152,7.956520
33,3,36,8.041158
33,4,145,8.075506
34,0,9,8.070494
34,1,110,8.427135
34,2,26,9.095743
34,3,151,9.347878
34,4,66,9.475716
35,0,167,7.354443
35,1,24,7.920473
35,2,164,7.960922
35,3,120,8.102813
35,4,21,8.239188
36,0,123,9.324787
36,1,78,9.896248
36,2,120,9.979269
36,3,24,10.113275
36,4,117,10.154474
37,0,54,5.963758
37,1,3,6.543429
37,2,16,6.908676
37,3,106,6.989149
37,4,17,7.077120
38,0,61,9.150632
38,1,109,9.424835
38,2,164,9.432208
38,3,159,9.538311
38,4,57,9.544577
39,0,80,9.195581
39,1,51,9.559414
39,2,122,9.771848
39,3,25,10.027075
39,4,93,10.055094
40,0,167,9.141192
40,1,103,9.563438
40,2,84,9.569407
40,3,27,9.589060
40,4,164,9.618850
41,0,117,10.302381
41,1,168,10.416448
41,2,120,10.540982
41,3,134,10.677256
41,4,158,10.697766
42,0,3,6.329629
42,1,107,6.688308
42,2,16,6.974217
42,3,106,7.220834
42,4,139,7.517075
43,0,98,7.563069
43,1,44,7.953497
43,2,13,7.961957
43,3,11,8.168038
43,4,92,8.200152
44,0,21,7.609989
44,1,167,7.798976
44,2,103,8.052103
44,3,114,8.080660
44,4,84,8.089345
45,0,170,9.332400
45,1,172,9.432467
45,2,164,9.464872
45,3,134,9.470310
45,4,1,9.606952
46,0,123,8.362423
46,1,24,8.535292
46,2,43,8.682679
46,3,10,8.923376
46,4,106,8.981290
47,0,119,8.823492
47,1,160,8.874646
47,2,10,8.937141
47,3,2,9.028817
47,4,43,9.082914
48,0,8,7.600001
48,1,168,8.895498
48,2,37,8.902240
48,3,173,9.578762
48,4,117,9.624528
49,0,9,8.793999
49,1,120,9.241844
49,2,26,9.440798
49,3,123,9.488383
49,4,24,9.599462
50,0,103,8.746013
50,1,109,8.778042
50,2,9,8.912159
50,3,66,8.921143
50,4,110,9.197400
51,0,59,10.123372
51,1,88,10.335958
51,2,134,10.354162
51,3,94,10.538735
51,4,136,10.602164
52,0,16,6.526029
52,1,4,6.960955
52,2,2,6.974895
52,3,111,6.989699
52,4,68,7.047252
53,0,43,6.510312
53,1,16,7.899129
53,2,54,7.907709
53,3,106,8.008449
53,4,21,8.143724
54,0,54,6.370450
54,1,3,7.398503
54,2,43,7.517622
54,3,16,7.595036
54,4,106,7.829470
55,0,92,7.853809
55,1,9,8.450442
55,2,38,8.474125
55,3,95,8.480835
55,4,11,8.663418
56,0,61,9.357434
56,1,57,9.786624
56,2,164,9.819915
56,3,109,9.828187
56,4,159,9.912172
57,0,117,8.921642
57,1,103,9.030956
57,2,120,9.035337
57,3,167,9.074736
57,4,168,9.135271
58,0,42,8.743710
58,1,152,10.073491
58,2,141,10.103288
58,3,167,10.124228
58,4,9,10.126595
59,0,103,9.194077
59,1,95,9.199311
59,2,37,9.639821
59,3,38,9.942873
59,4,78,10.560333
60,0,120,10.494066
60,1,164,10.768830
60,2,167,11.233489
60,3,134,11.254776
60,4,9,11.266099
61,0,111,8.406533
61,1,146,8.564503
61,2,160,8.614294
61,3,115,8.653016
61,4,80,8.676378
62,0,134,8.635962
62,1,97,8.776314
62,2,143,9.220336
62,3,172,9.865220
62,4,164,10.034760
63,0,134,9.836720
63,1,170,10.215162
63,2,1,10.421538
63,3,136,10.467503
63,4,155,10.507649
64,0,142,6.595092
64,1,33,7.079095
64,2,139,7.193900
64,3,16,7.201083
64,4,68,7.241231
65,0,121,8.374526
65,1,111,8.635820
65,2,2,9.422497
65,3,55,9.783833
65,4,160,9.860682
66,0,42,7.850637
66,1,103,8.169581
66,2,84,8.269080
66,3,145,8.523344
66,4,9,8.836155
67,0,8,8.108596
67,1,173,8.582279
67,2,168,8.595021
67,3,27,9.476768
67,4,106,9.511449
68,0,97,9.182154
68,1,125,9.551551
68,2,120,10.436693
68,3,134,10.704382
68,4,91,10.744150
69,0,9,7.172718
69,1,43,7.642262
69,2,167,7.956064
69,3,84,8.019735
69,4,110,8.085708
70,0,151,7.865360
70,1,82,8.491149
70,2,43,8.613621
70,3,54,8.723159
70,4,24,8.731028
71,0,120,9.546149
71,1,123,9.576529
71,2,24,9.652055
71,3,164,9.660598
71,4,77,9.686202
72,0,109,9.161861
72,1,167,9.757137
72,2,61,9.791574
72,3,46,9.860468
72,4,42,9.863874
73,0,109,7.308805
73,1,84,9.347025
73,2,48,9.444508
73,3,61,9.465894
73,4,44,9.593839
74,0,173,8.070395
74,1,168,8.244676
74,2,27,8.602875
74,3,114,8.714587
74,4,77,8.851601
75,0,120,10.544827
75,1,164,10.552814
75,2,61,10.880611
75,3,9,10.923434
75,4,167,11.019616
76,0,43,7.516084
76,1,16,8.064548
76,2,138,8.102967
76,3,54,8.116537
76,4,3,8.165225
77,0,123,8.732600
77,1,26,8.942471
77,2,136,8.949886
77,3,29,9.339091
77,4,93,9.339458
78,0,34,8.574211
78,1,98,8.631394
78,2,13,8.873133
78,3,32,8.943924
78,4,114,8.956662
79,0,34,8.049825
