gen_index,rank,real_index,distance
0,0,30,6.800560
0,1,48,7.262655
0,2,4,7.850474
0,3,50,8.019949
0,4,42,8.071542
1,0,26,9.324758
1,1,57,10.012903
1,2,41,10.054706
1,3,54,10.382481
1,4,3,10.563037
2,0,57,10.054259
2,1,28,10.725442
2,2,54,10.843373
2,3,41,11.044430
2,4,21,12.032610
3,0,65,6.629448
3,1,30,9.151233
3,2,0,9.563706
3,3,60,10.039272
3,4,44,10.281490
4,0,55,7.673649
4,1,32,8.039515
4,2,36,8.040266
4,3,10,8.540478
4,4,29,8.573174
5,0,30,12.481527
5,1,50,13.622798
5,2,48,13.724944
5,3,18,13.753244
5,4,4,13.783918
6,0,9,12.286197
6,1,18,12.418371
6,2,24,12.922194
6,3,62,12.985710
6,4,11,13.075469
7,0,30,7.298230
7,1,50,8.740669
7,2,4,9.451007
7,3,14,9.642353
7,4,42,9.655622
8,0,9,9.212772
8,1,20,10.223145
8,2,48,10.330240
8,3,64,10.377070
8,4,50,10.391468
9,0,57,8.526030
9,1,54,9.890903
9,2,11,10.382416
9,3,3,10.447384
9,4,53,10.520087
10,0,26,9.946923
10,1,19,10.718471
10,2,20,10.726082
10,3,48,10.807096
10,4,50,11.152280
11,0,43,11.762239
11,1,67,11.797923
11,2,19,11.870977
11,3,29,12.031501
11,4,20,12.177107
12,0,49,7.428311
12,1,4,7.651553
12,2,48,7.683601
12,3,50,7.893711
12,4,30,8.045396
13,0,26,9.686060
13,1,56,11.137753
13,2,54,11.596703
13,3,66,11.706470
13,4,11,11.810616
14,0,44,8.724688
14,1,65,9.387547
14,2,64,9.390030
14,3,4,9.677486
14,4,59,10.283642
15,0,44,6.760788
15,1,65,7.327805
15,2,43,7.489593
15,3,0,8.342463
15,4,12,8.479982
16,0,29,9.496215
16,1,12,9.989475
16,2,43,10.226938
16,3,20,10.321747
16,4,67,10.412169
17,0,65,8.376425
17,1,43,9.488007
17,2,44,9.635262
17,3,4,9.655868
17,4,0,9.794866
18,0,41,9.512106
18,1,54,11.573366
18,2,11,11.911224
18,3,57,12.679675
18,4,26,12.973253
19,0,21,10.939986
19,1,57,11.583822
19,2,54,11.662893
19,3,28,12.135891
19,4,19,12.157005
20,0,57,9.020735
20,1,21,9.730380
20,2,27,9.738682
20,3,28,10.087641
20,4,14,10.506691
21,0,16,7.628717
21,1,1,8.739513
21,2,34,8.808232
21,3,37,11.373001
21,4,63,11.674298
22,0,65,7.559243
22,1,13,8.520154
22,2,44,8.795977
22,3,0,8.862964
22,4,12,9.189397
23,0,14,8.646983
23,1,30,8.850194
23,2,4,9.212084
23,3,50,9.323495
23,4,52,9.954818
24,0,14,8.049306
24,1,28,8.329034
24,2,52,8.379218
24,3,57,9.466284
24,4,42,10.233925
25,0,65,7.804367
25,1,30,8.585838
25,2,60,9.254889
25,3,0,9.498831
25,4,2,10.501020
26,0,28,10.758854
26,1,14,10.794313
26,2,52,11.292671
26,3,4,11.630412
26,4,21,12.041341
27,0,48,9.368259
27,1,20,9.963513
27,2,50,10.003302
27,3,42,10.018925
27,4,18,10.145406
28,0,49,6.560607
28,1,58,8.430871
28,2,48,8.504038
28,3,50,8.536760
28,4,4,8.825598
29,0,26,10.025827
29,1,48,11.399139
29,2,19,11.481997
29,3,20,11.520241
29,4,11,11.609046
30,0,30,8.136935
30,1,43,8.593871
30,2,18,9.396596
30,3,12,9.734572
30,4,42,10.170936
31,0,20,8.575175
31,1,48,8.647657
31,2,26,8.648441
31,3,14,8.685666
31,4,49,9.173079
32,0,30,9.250052
32,1,61,10.136838
32,2,65,10.287977
32,3,60,10.721343
32,4,37,11.030077
33,0,28,10.659632
33,1,14,11.297642
33,2,52,11.324191
33,3,4,11.788449
33,4,19,12.039227
34,0,41,10.164660
34,1,54,11.104622
34,2,20,11.254076
34,3,3,11.589411
34,4,19,11.638000
35,0,14,7.676551
35,1,30,8.072699
35,2,4,8.502208
35,3,50,9.040646
35,4,52,9.355573
36,0,65,7.016930
36,1,0,9.847658
36,2,43,9.870243
36,3,44,9.921183
36,4,30,9.980982
37,0,30,10.635180
