gen_index,rank,real_index,distance
0,0,35,8.583293
0,1,42,8.811122
0,2,18,8.889550
0,3,43,9.238585
0,4,16,9.392932
1,0,31,10.672135
1,1,24,10.755716
1,2,30,10.868850
1,3,22,11.173675
1,4,34,11.223898
2,0,22,11.255985
2,1,16,11.482188
2,2,31,12.040541
2,3,32,12.102233
2,4,4,12.316565
3,0,16,9.900537
3,1,24,10.048330
3,2,4,10.216158
3,3,32,10.460797
3,4,42,11.063857
4,0,7,8.210814
4,1,3,8.678787
4,2,23,9.015199
4,3,41,9.773499
4,4,35,9.924511
5,0,23,7.424235
5,1,7,9.557344
5,2,5,9.677622
5,3,14,9.804638
5,4,6,9.893516
6,0,19,12.405475
6,1,5,12.917109
6,2,0,13.105836
6,3,29,13.113127
6,4,43,13.148679
7,0,7,9.168281
7,1,18,9.692675
7,2,40,9.894500
7,3,34,10.120200
7,4,11,10.679225
8,0,19,10.265944
8,1,29,10.638821
8,2,31,11.188362
8,3,17,11.315173
8,4,36,11.663126
9,0,22,11.577372
9,1,19,12.466633
9,2,2,12.476851
9,3,31,12.502028
9,4,43,12.885865
10,0,37,9.069606
10,1,15,10.023188
10,2,6,10.690455
10,3,45,11.573503
10,4,23,11.724160
11,0,23,7.897951
11,1,3,9.153230
11,2,10,9.331595
11,3,41,9.347603
11,4,14,9.504438
12,0,39,9.442178
12,1,43,9.614052
12,2,22,11.346531
12,3,10,11.397722
12,4,19,11.907114
13,0,19,10.129279
13,1,6,10.837937
13,2,45,11.148375
13,3,31,11.180432
13,4,7,11.269888
14,0,37,8.931526
14,1,15,9.687232
14,2,6,10.698337
14,3,45,11.648013
14,4,23,11.659250
15,0,7,9.072513
15,1,29,9.355621
15,2,21,9.573631
15,3,6,10.217367
15,4,40,10.233248
16,0,7,8.620130
16,1,3,8.669077
16,2,23,8.876310
16,3,41,9.729696
16,4,35,9.858938
17,0,0,12.198695
17,1,19,12.567999
17,2,31,13.087477
17,3,9,13.228985
17,4,16,13.394829
18,0,6,8.586695
18,1,5,8.935020
18,2,45,9.451837
18,3,15,9.814944
18,4,21,9.997754
19,0,37,10.062621
19,1,6,10.276876
19,2,15,10.338532
19,3,45,10.780925
19,4,23,10.846834
20,0,40,9.001604
20,1,7,9.068758
20,2,28,9.558536
20,3,19,9.865672
20,4,31,9.888635
21,0,7,8.770220
21,1,29,9.533984
21,2,6,10.381575
21,3,21,10.443264
21,4,5,10.502548
22,0,45,7.116137
22,1,6,7.189975
