Method,k,AUROC,Accuracy,Precision,Recall,F1-Score
Centralized K-NN,5,0.9553 ± 0.0464,0.8533 ± 0.1101,0.9747 ± 0.0269,0.8103 ± 0.1218,0.8754 ± 0.0927
