Method,Avg k,AUROC,Accuracy,Precision,Recall,F1-Score
Adaptive K-NN,3.0,0.8212 ± 0.1037,0.7746 ± 0.0570,0.7453 ± 0.0444,0.8303 ± 0.0436,0.7815 ± 0.0058
