Dataset,Partition,Alpha,Num_Clients,Model,Latent,DP,Mode,Run_ID,Parent_Date,Local_Acc_Avg,Local_Acc_Best,PoE_Acc,PoE_Gain_Acc,Local_AUROC_Avg,Local_AUROC_Best,PoE_AUROC
fed_isic2019,silos,0.1,10,diffusion,64,False,local,T07-03-33Z,2026-01-21,0.5668548387096775,0.5836559139784946,0.6079569892473118,0.04110215053763433,0.7842916393166784,0.7931975298324146,0.8106909360331374
fed_isic2019,silos,0.1,10,diffusion,64,False,local,T04-07-07Z,2026-01-22,0.568010752688172,0.5890322580645161,0.6040860215053764,0.03607526881720435,0.7878857396635441,0.7966995311563325,0.8125247363882826
fed_isic2019,silos,0.1,10,diffusion,64,False,local,T05-23-40Z,2026-01-22,0.5688440860215054,0.5987096774193549,0.6178494623655914,0.04900537634408597,0.7881861063069009,0.7896607641849496,0.8179618377146891
fed_isic2019,silos,0.1,10,diffusion,64,False,local,T02-18-20Z,2026-01-23,0.5701881720430106,0.604516129032258,0.6053763440860215,0.035188172043010835,0.7934897317042564,0.7950652972847009,0.818670925538779
fed_isic2019,silos,0.1,10,diffusion,64,False,local,T07-03-30Z,2026-01-21,0.5384408602150538,0.5817204301075268,0.6073118279569892,0.06887096774193546,0.7716299721695329,0.7874922872283855,0.8190539920377173
