gen_index,rank,real_index,distance
0,0,15,15.353620
0,1,682,16.236643
0,2,438,17.049503
0,3,976,17.158436
0,4,825,17.271341
1,0,741,13.579374
1,1,938,14.021718
1,2,942,14.354442
1,3,145,14.356467
1,4,143,14.555331
2,0,441,14.335131
2,1,618,14.425891
2,2,608,14.447286
2,3,155,14.566139
2,4,0,14.611311
3,0,103,10.920526
3,1,692,11.650148
3,2,537,12.371265
3,3,214,12.820239
3,4,436,12.845724
4,0,978,10.696411
4,1,408,11.947535
4,2,975,12.054903
4,3,264,12.085458
4,4,369,12.156175
5,0,933,12.027074
5,1,422,12.782862
5,2,790,12.815227
5,3,265,13.043471
5,4,528,13.284788
6,0,82,12.187623
6,1,398,12.703812
6,2,177,14.371480
6,3,554,14.583489
6,4,439,14.712657
7,0,425,14.119524
7,1,482,14.411409
7,2,103,14.542467
7,3,869,14.640085
7,4,45,14.665117
8,0,406,12.332108
8,1,942,12.435617
8,2,340,12.539279
8,3,570,12.548728
8,4,43,12.633588
9,0,858,11.511655
9,1,178,11.738172
9,2,249,11.896011
9,3,868,12.010702
9,4,33,12.043521
10,0,467,13.066873
10,1,369,13.343137
10,2,425,13.347610
10,3,108,13.554873
10,4,336,13.635883
11,0,862,11.910445
11,1,486,12.018261
11,2,264,12.046662
11,3,669,12.211615
11,4,408,12.287418
12,0,748,10.559882
12,1,74,10.568306
12,2,151,11.688520
12,3,448,11.916260
12,4,392,12.009762
13,0,16,11.402686
13,1,264,11.533401
13,2,547,11.725480
13,3,340,11.808787
13,4,43,11.887774
14,0,49,11.683191
14,1,149,11.830181
14,2,82,12.013101
14,3,831,12.076778
14,4,903,12.080325
15,0,978,12.502827
15,1,340,12.657403
15,2,686,12.668038
15,3,109,12.802695
15,4,43,12.923920
16,0,546,16.253033
16,1,14,16.537750
16,2,116,16.674393
16,3,39,16.694122
16,4,623,16.848309
17,0,178,13.992321
17,1,495,14.145887
17,2,974,14.184788
17,3,858,14.246406
17,4,626,14.510751
18,0,327,15.985620
18,1,589,16.038479
18,2,12,16.159859
18,3,26,16.161543
18,4,684,16.188236
19,0,249,12.739706
19,1,324,12.971503
19,2,340,13.007895
19,3,653,13.029470
19,4,958,13.186507
20,0,264,13.329292
20,1,748,13.593085
20,2,0,13.649891
20,3,696,13.736913
20,4,209,13.741861
21,0,630,16.280621
21,1,938,16.324371
21,2,620,16.455240
21,3,701,16.466433
21,4,888,16.609331
22,0,109,13.628814
22,1,537,13.757192
22,2,455,13.840315
22,3,971,14.138149
22,4,189,14.147717
23,0,908,15.083633
23,1,959,15.256766
23,2,332,15.261016
23,3,577,15.460255
23,4,996,15.505136
24,0,350,12.045053
24,1,249,13.044540
24,2,238,13.485642
24,3,324,13.577151
24,4,301,13.697001
25,0,38,11.415212
25,1,916,11.662804
25,2,109,12.144908
25,3,918,12.239323
25,4,801,12.290885
26,0,653,10.958153
26,1,408,11.011169
26,2,737,11.104074
26,3,264,11.398580
26,4,723,11.476727
27,0,408,11.161905
27,1,249,11.454276
27,2,151,11.534563
27,3,335,11.981301
27,4,753,12.069012
28,0,177,11.254217
28,1,121,11.345093
28,2,554,11.461869
28,3,831,11.829423
28,4,49,12.212919
29,0,49,13.603442
29,1,614,13.629889
29,2,601,13.675955
29,3,246,13.806730
29,4,784,13.862684
30,0,752,13.419347
30,1,870,14.366677
30,2,997,14.593639
30,3,344,14.602538
30,4,540,14.731156
31,0,214,13.936319
31,1,765,14.425838
31,2,564,14.872025
31,3,206,14.922881
31,4,941,14.968167
32,0,768,11.949928
32,1,748,12.040431
32,2,249,12.048038
32,3,711,12.473069
32,4,408,12.569273
33,0,768,11.964175
33,1,614,12.733337
33,2,113,12.759281
33,3,618,13.062173
33,4,512,13.143635
34,0,978,12.196997
34,1,43,12.869542
34,2,923,13.096274
34,3,340,13.359969
34,4,26,13.610583
35,0,460,11.149759
35,1,614,13.052260
35,2,942,13.067258
35,3,768,13.199588
35,4,33,13.388100
36,0,723,9.057569
36,1,408,9.097931
36,2,392,9.155910
36,3,448,9.256909
36,4,264,9.292055
37,0,213,13.457298
37,1,958,13.948443
37,2,950,14.265942
37,3,143,14.276234
37,4,534,14.496321
38,0,152,13.285810
38,1,902,13.388052
38,2,915,14.043044
38,3,60,14.172323
38,4,604,14.248762
39,0,748,12.021971
39,1,737,12.343043
39,2,408,12.587502
39,3,209,12.845729
39,4,449,12.975356
40,0,408,8.012453
40,1,209,8.891621
40,2,593,9.042694
40,3,737,9.151566
40,4,933,9.370223
41,0,536,15.484245
41,1,684,15.504972
41,2,893,15.516488
41,3,296,15.666983
41,4,355,15.728710
42,0,752,12.488271
42,1,156,12.954659
42,2,214,13.103749
42,3,91,13.143175
42,4,88,13.145757
43,0,15,13.726960
43,1,380,15.660912
43,2,78,15.737992
43,3,438,15.961247
43,4,682,15.965090
44,0,97,12.474871
44,1,53,12.662643
44,2,685,12.965888
44,3,968,12.969571
44,4,109,12.972562
45,0,113,13.762795
45,1,551,13.841574
45,2,916,13.850375
45,3,528,14.093912
45,4,111,14.140364
46,0,144,16.006006
46,1,840,16.227013
46,2,912,16.364811
46,3,893,16.405823
46,4,872,16.524586
47,0,769,11.898565
47,1,592,11.934928
47,2,264,11.984983
47,3,178,12.041184
47,4,350,12.044038
48,0,74,9.814263
48,1,408,10.261322
48,2,448,10.747391
48,3,723,11.043324
48,4,593,11.211324
49,0,408,10.577534
49,1,593,11.126139
49,2,80,11.199469
49,3,81,11.244440
49,4,448,11.535479
50,0,177,11.545596
50,1,49,11.694543
50,2,831,11.838583
50,3,99,11.863357
50,4,448,11.924041
51,0,731,15.081529
51,1,280,15.095925
51,2,757,15.296933
51,3,288,15.422542
51,4,991,15.580217
52,0,879,13.689090
52,1,22,13.780265
52,2,148,13.821021
52,3,214,14.158968
52,4,808,14.335601
53,0,448,9.379569
53,1,408,9.833611
53,2,653,10.315538
53,3,261,10.491018
53,4,593,10.527761
54,0,74,9.492396
54,1,408,10.430299
54,2,748,10.716370
54,3,151,10.877264
54,4,236,10.949224
55,0,753,13.381451
55,1,226,13.518917
55,2,135,13.765235
55,3,49,13.801603
55,4,325,13.860514
56,0,971,11.867249
56,1,958,12.473556
56,2,537,13.019500
56,3,123,13.086912
56,4,643,13.286828
57,0,815,13.963145
57,1,299,14.126342
57,2,19,14.247165
57,3,958,14.248728
57,4,719,14.388651
58,0,263,10.703025
58,1,537,11.226568
58,2,588,11.912999
58,3,166,12.039055
58,4,765,12.076192
59,0,211,15.746291
59,1,0,15.888433
59,2,684,16.007879
59,3,872,16.145494
59,4,512,16.167873
60,0,978,10.903768
60,1,393,11.415524
60,2,555,11.672560
60,3,340,11.774925
60,4,636,11.822174
61,0,519,11.001606
61,1,284,11.768001
61,2,625,11.817408
61,3,752,11.817697
61,4,428,11.965205
62,0,769,11.573411
62,1,289,12.165176
62,2,550,12.622500
62,3,748,12.775210
62,4,264,12.870370
63,0,120,11.011918
63,1,54,11.310266
63,2,906,11.822905
63,3,246,11.914956
63,4,264,12.058825
64,0,467,12.225881
64,1,620,12.939194
64,2,12,13.593871
64,3,518,13.702970
64,4,907,13.734031
65,0,480,15.931448
65,1,907,16.044806
65,2,620,16.354092
65,3,354,16.502460
65,4,630,16.541485
66,0,537,11.973043
66,1,321,12.002408
66,2,214,12.315239
66,3,108,12.362345
66,4,435,12.517058
67,0,124,12.351706
67,1,748,12.439038
67,2,23,12.797979
67,3,249,13.067104
67,4,495,13.138433
68,0,261,11.237721
68,1,753,12.010233
68,2,717,12.195462
68,3,740,12.498039
68,4,40,12.515107
69,0,299,13.506776
69,1,258,13.722936
69,2,209,14.023718
69,3,663,14.456818
69,4,614,14.504013
70,0,131,14.726476
70,1,455,15.080033
70,2,60,15.111876
70,3,578,15.205805
70,4,399,15.323489
71,0,301,14.022900
71,1,249,14.975471
71,2,907,15.373236
71,3,264,15.615047
71,4,663,15.621808
72,0,294,16.909306
72,1,573,17.075176
72,2,991,17.195513
72,3,699,17.325182
72,4,332,17.373573
73,0,109,11.859380
73,1,340,12.272928
73,2,435,12.315380
73,3,53,12.381590
73,4,409,12.398120
74,0,991,12.261997
74,1,249,13.762676
74,2,381,13.851536
74,3,335,14.205226
74,4,0,14.302430
75,0,113,10.281501
75,1,614,11.348091
75,2,592,11.575269
75,3,209,11.645945
75,4,460,11.920054
76,0,751,15.267242
76,1,732,15.289548
76,2,60,15.793696
76,3,259,15.864643
76,4,281,15.949704
77,0,978,12.067015
77,1,630,12.592546
77,2,947,12.664788
77,3,12,12.686258
77,4,143,12.729533
78,0,381,9.606224
78,1,933,9.712753
78,2,395,10.072204
78,3,669,10.746037
78,4,151,10.847107
79,0,152,13.040642
79,1,967,13.330914
79,2,510,13.332656
79,3,537,13.380710
79,4,954,13.575437
80,0,278,12.181574
80,1,453,12.198560
80,2,840,12.251550
80,3,218,12.563943
80,4,964,12.656949
81,0,228,13.817327
81,1,748,14.447533
81,2,0,14.598816
81,3,340,14.759271
81,4,618,14.832522
82,0,178,11.505184
82,1,890,12.114454
82,2,312,12.157619
82,3,791,12.495113
82,4,335,12.816470
83,0,183,14.964817
83,1,550,14.994953
83,2,806,15.247803
83,3,255,15.576859
83,4,58,15.604080
84,0,264,11.031493
84,1,719,11.093118
84,2,592,11.270516
84,3,350,11.577121
84,4,313,11.584230
85,0,746,14.625977
85,1,180,14.773336
85,2,607,14.827508
85,3,903,15.315993
85,4,858,15.800362
86,0,164,12.387972
86,1,191,13.732191
86,2,23,13.976537
86,3,516,14.329520
86,4,977,14.366369
87,0,860,11.824174
87,1,501,11.938543
87,2,209,12.054442
87,3,677,12.181431
87,4,518,12.251074
88,0,209,9.128130
88,1,408,10.228651
88,2,790,10.404279
88,3,392,10.660198
88,4,933,10.707886
89,0,172,13.683825
89,1,991,13.757844
89,2,815,14.924820
89,3,919,15.189222
89,4,429,15.218792
90,0,907,13.069168
90,1,482,13.360608
90,2,513,13.432085
90,3,128,13.789514
90,4,620,13.814789
91,0,143,13.840037
91,1,620,13.976307
91,2,907,14.167018
91,3,350,14.182532
91,4,57,14.650290
92,0,974,13.062839
92,1,561,13.447375
92,2,547,13.750093
92,3,117,13.771698
92,4,340,13.787705
93,0,2,14.548826
93,1,340,14.582987
93,2,13,14.658546
93,3,43,14.736984
93,4,159,14.795177
94,0,145,13.897436
94,1,321,13.928676
94,2,958,14.076778
94,3,537,14.491311
94,4,975,14.565398
95,0,448,10.437571
95,1,723,11.066287
95,2,249,11.108377
95,3,408,11.210832
95,4,769,11.452041
96,0,547,11.545572
96,1,784,12.401752
96,2,914,12.425891
96,3,593,12.452054
96,4,49,12.457689
97,0,933,13.455090
97,1,449,13.798979
97,2,175,14.022001
97,3,0,14.191851
97,4,335,14.242952
98,0,916,13.020426
98,1,942,13.378584
98,2,555,13.774467
98,3,145,13.962607
98,4,794,14.059759
99,0,309,13.282619
99,1,907,13.659391
99,2,625,13.801855
99,3,527,13.939048
99,4,547,14.060972
100,0,504,9.899800
100,1,964,10.505059
100,2,752,10.665753
100,3,519,10.932323
100,4,206,11.096946
101,0,626,13.443653
101,1,561,14.168489
101,2,299,14.357879
101,3,132,14.403808
101,4,704,14.424372
102,0,406,12.600921
102,1,978,13.230503
102,2,455,13.240231
102,3,86,13.404955
102,4,818,13.456686
103,0,121,15.875079
103,1,754,15.915250
103,2,237,15.961582
103,3,658,16.097878
103,4,840,16.158947
104,0,570,11.291679
104,1,109,11.429922
104,2,987,11.683842
104,3,916,12.419657
104,4,555,12.439541
105,0,779,13.941664
105,1,806,15.039541
105,2,901,15.341187
105,3,550,15.470380
105,4,203,15.535833
106,0,132,13.176328
106,1,938,14.087638
106,2,942,14.149749
106,3,827,14.172094
106,4,143,14.175677
107,0,261,7.512993
107,1,717,9.762664
107,2,408,10.020143
107,3,74,10.362132
107,4,151,10.450493
108,0,699,14.114792
108,1,538,14.846881
108,2,997,14.996260
108,3,155,14.997430
108,4,991,15.047348
109,0,997,13.078725
109,1,547,13.217692
109,2,784,13.391732
109,3,907,13.475849
109,4,16,13.510139
110,0,139,11.482225
110,1,209,11.865911
110,2,456,12.023899
110,3,408,12.162020
110,4,593,12.178888
111,0,298,13.145163
111,1,757,13.717762
111,2,209,14.147542
111,3,273,14.165060
111,4,860,14.309755
112,0,933,10.287040
112,1,209,10.568256
112,2,748,10.630953
112,3,74,10.768267
112,4,408,10.950798
113,0,818,12.115996
113,1,239,13.119195
113,2,340,13.282574
113,3,86,13.359256
113,4,406,13.379371
114,0,335,12.190330
114,1,265,12.528846
114,2,18,12.734166
114,3,933,12.998603
114,4,0,13.191457
115,0,172,13.844587
115,1,0,13.862220
115,2,350,13.956091
115,3,298,14.112898
115,4,258,14.169289
116,0,501,12.902469
116,1,589,13.856221
116,2,978,14.473457
116,3,696,14.554717
116,4,43,14.604131
117,0,537,11.457752
117,1,968,12.205683
117,2,918,12.227104
117,3,189,12.764482
117,4,53,12.853502
118,0,815,14.488066
118,1,663,15.051138
118,2,264,15.061996
118,3,618,15.083670
118,4,870,15.132500
119,0,868,12.790699
119,1,249,12.896495
119,2,350,13.037625
119,3,301,13.188754
119,4,618,13.192491
120,0,801,10.152721
120,1,428,10.531740
120,2,490,10.725987
120,3,840,10.857773
120,4,765,10.981299
121,0,381,15.459374
121,1,923,15.894272
121,2,753,16.113626
