gen_index,rank,real_index,distance
0,0,661,9.738628
0,1,786,9.957232
0,2,634,10.194427
0,3,612,10.196653
0,4,201,10.228723
1,0,981,10.315364
1,1,368,10.639196
1,2,750,10.644915
1,3,201,10.794738
1,4,893,10.860690
2,0,718,13.098222
2,1,762,13.326229
2,2,47,13.457498
2,3,602,13.560646
2,4,196,13.711238
3,0,786,9.950592
3,1,306,10.369675
3,2,28,10.602930
3,3,110,10.799418
3,4,158,10.935276
4,0,718,15.549558
4,1,627,15.687726
4,2,602,15.830157
4,3,844,16.012379
4,4,405,16.013523
5,0,832,13.120770
5,1,467,13.749441
5,2,74,13.772188
5,3,389,13.947133
5,4,544,13.991791
6,0,406,11.998141
6,1,840,12.507895
6,2,584,12.634979
6,3,407,12.760547
6,4,585,12.814953
7,0,752,13.015062
7,1,340,13.518833
7,2,438,14.066963
7,3,786,14.163575
7,4,543,14.173202
8,0,708,12.114293
8,1,871,12.826486
8,2,305,12.907765
8,3,139,13.036780
8,4,391,13.344154
9,0,840,13.010832
9,1,464,13.263819
9,2,894,13.279077
9,3,258,13.459813
9,4,896,13.582459
10,0,330,13.059546
10,1,263,13.201406
10,2,910,13.628448
10,3,401,13.968571
10,4,584,14.011124
11,0,295,13.936968
11,1,81,14.025118
11,2,212,14.028594
11,3,438,14.339466
11,4,347,14.416709
12,0,456,14.583755
12,1,911,15.433222
12,2,360,15.588202
12,3,606,15.605746
12,4,173,15.609710
13,0,83,14.656700
13,1,532,14.911548
13,2,228,15.046875
13,3,484,15.211577
13,4,974,15.239595
14,0,527,15.325043
14,1,278,15.383745
14,2,599,15.448565
14,3,794,15.466389
14,4,526,15.471660
15,0,786,10.869824
15,1,557,11.147094
15,2,862,11.174850
15,3,21,11.433006
15,4,874,11.538939
16,0,974,14.129916
16,1,484,14.552940
16,2,242,14.599163
16,3,228,14.894748
16,4,457,15.109218
17,0,952,12.343632
17,1,368,12.501435
17,2,598,12.665354
17,3,227,12.779533
17,4,23,12.973648
18,0,753,10.057055
18,1,158,10.263568
18,2,110,10.293962
18,3,335,10.370355
18,4,341,10.511840
19,0,48,11.898561
19,1,295,12.522646
19,2,934,13.373193
19,3,168,13.386101
19,4,990,13.392263
20,0,750,10.686983
20,1,896,10.773026
20,2,840,11.116631
20,3,584,11.156420
20,4,962,11.228292
21,0,750,10.129276
21,1,840,10.199221
21,2,297,11.092025
21,3,687,11.119172
21,4,584,11.264358
22,0,239,12.565578
22,1,727,13.035891
22,2,212,13.278446
22,3,659,13.363482
22,4,218,13.608953
23,0,257,12.816501
23,1,486,13.571278
23,2,871,13.709244
23,3,74,13.755073
23,4,853,13.825311
24,0,201,11.302336
24,1,750,11.748021
24,2,467,11.972916
24,3,981,12.029997
24,4,23,12.241939
25,0,77,11.213028
25,1,612,11.239410
25,2,275,11.247650
25,3,786,11.344269
25,4,438,11.494792
26,0,750,10.813739
26,1,236,11.148640
26,2,758,11.408316
26,3,981,11.547308
26,4,349,11.794244
27,0,543,11.574152
27,1,958,12.961495
27,2,380,13.086555
27,3,218,13.330506
27,4,259,13.572496
28,0,209,14.305470
28,1,974,14.786671
28,2,692,14.913305
28,3,359,15.280591
28,4,229,15.351165
29,0,921,10.499619
29,1,203,10.708447
29,2,661,11.153947
29,3,634,11.317826
29,4,753,11.345558
30,0,981,11.632508
30,1,340,11.682080
30,2,438,11.755655
30,3,557,12.242850
30,4,543,12.362915
31,0,77,14.040682
31,1,74,14.164939
31,2,714,14.309267
31,3,661,14.418256
31,4,64,14.606776
32,0,340,11.517758
32,1,257,12.214358
32,2,368,12.220848
32,3,21,12.395523
32,4,557,12.470982
33,0,158,12.351993
33,1,918,12.428808
33,2,632,12.563924
33,3,884,12.567608
33,4,598,12.587145
34,0,35,15.618186
34,1,934,15.975361
34,2,726,16.054789
34,3,9,16.157814
34,4,677,16.251999
35,0,212,9.908033
35,1,467,9.996502
35,2,295,10.166497
35,3,786,10.228186
35,4,478,10.312835
36,0,90,13.873698
36,1,913,15.094478
36,2,470,15.130556
36,3,979,15.180411
36,4,199,15.363803
37,0,512,12.027769
37,1,748,12.509610
37,2,543,12.686081
37,3,783,12.844054
37,4,677,12.931203
38,0,41,13.383572
38,1,974,13.554906
38,2,340,14.099351
38,3,486,14.298518
38,4,557,14.311035
39,0,921,11.862985
39,1,916,12.011004
39,2,201,12.173888
39,3,406,12.356530
39,4,689,12.495570
40,0,278,13.689732
40,1,574,13.959560
40,2,844,13.986252
40,3,894,14.557270
40,4,955,14.841975
41,0,209,13.685879
