gen_index,rank,real_index,distance
0,0,604,8.492781
0,1,315,8.643609
0,2,583,8.665627
0,3,580,8.715127
0,4,345,8.813646
1,0,580,7.191880
1,1,172,7.293579
1,2,315,7.387185
1,3,123,7.428365
1,4,122,7.491401
2,0,422,7.398170
2,1,606,8.222507
2,2,397,8.226663
2,3,470,8.347356
2,4,313,8.445331
3,0,301,6.858921
3,1,67,7.967291
3,2,291,8.387125
3,3,470,8.414229
3,4,96,8.455774
4,0,293,7.349358
4,1,267,7.659342
4,2,547,8.010037
4,3,195,8.052262
4,4,559,8.201239
5,0,583,8.156104
5,1,92,8.728807
5,2,580,9.187111
5,3,345,9.359906
5,4,604,9.374323
6,0,331,9.150039
6,1,470,9.419011
6,2,67,9.521771
6,3,530,9.645527
6,4,218,9.690889
7,0,291,10.533092
7,1,454,10.603474
7,2,213,10.673408
7,3,141,10.806837
7,4,467,10.819988
8,0,322,10.091252
8,1,84,10.241094
8,2,275,10.292375
8,3,464,10.458315
8,4,390,10.461819
9,0,199,8.445204
9,1,122,8.487788
9,2,589,8.615586
9,3,553,8.651863
9,4,283,8.719632
10,0,41,9.620842
10,1,42,10.779704
10,2,170,11.192815
10,3,161,11.483564
10,4,605,11.517819
11,0,238,9.320889
11,1,356,9.454655
11,2,447,9.567605
11,3,72,9.589047
11,4,70,9.793445
12,0,345,10.280303
12,1,583,10.508443
12,2,505,10.678882
12,3,243,10.880019
12,4,74,11.001481
13,0,122,8.829272
13,1,67,8.883050
13,2,420,8.904043
13,3,172,8.910977
13,4,472,8.940815
14,0,429,9.963866
14,1,384,10.573084
14,2,72,10.710710
14,3,350,10.980577
14,4,389,11.044153
15,0,66,8.637499
15,1,531,8.923821
15,2,534,8.997995
15,3,389,9.016254
15,4,34,9.064891
16,0,568,10.038215
16,1,218,10.490008
16,2,554,10.766141
16,3,351,10.852339
16,4,340,10.909059
17,0,423,9.665537
17,1,491,10.642262
17,2,185,10.665530
17,3,210,10.767261
17,4,211,10.783856
18,0,222,9.252718
18,1,363,9.263092
18,2,263,9.265061
18,3,619,9.497517
18,4,550,9.678136
19,0,75,9.209486
19,1,175,10.093889
19,2,243,10.224055
19,3,602,10.331750
19,4,275,10.370201
20,0,551,10.245209
20,1,41,10.530235
20,2,534,10.622957
20,3,21,10.827251
20,4,170,10.834053
21,0,556,13.637826
21,1,37,13.834373
21,2,469,13.889366
21,3,259,13.901155
21,4,472,13.967763
22,0,199,8.239299
22,1,583,8.511893
22,2,606,8.758000
22,3,558,8.769151
22,4,617,8.810533
23,0,315,8.145253
23,1,295,8.291271
23,2,151,8.368063
23,3,433,8.418334
23,4,583,8.476843
24,0,447,8.171602
24,1,590,8.344379
24,2,41,8.581981
24,3,605,8.721098
24,4,209,8.920049
25,0,82,11.343255
25,1,115,11.428173
25,2,439,11.515768
25,3,517,11.610710
25,4,365,11.707623
26,0,350,8.990572
26,1,384,9.225272
26,2,74,9.239424
26,3,583,9.586803
26,4,593,9.600663
27,0,406,8.946503
27,1,222,8.988256
27,2,111,9.459715
27,3,411,9.460970
27,4,104,9.622371
28,0,188,8.944534
28,1,331,9.047499
28,2,583,9.056393
28,3,491,9.161681
28,4,158,9.215492
29,0,289,7.755141
29,1,199,7.806419
29,2,470,7.940621
29,3,583,7.956712
29,4,615,7.960953
30,0,122,8.482540
30,1,331,9.109221
30,2,470,9.318933
30,3,405,9.362153
30,4,553,9.370275
31,0,329,8.523391
31,1,300,8.665190
31,2,289,8.717903
31,3,350,8.735608
31,4,21,8.877459
32,0,283,7.871042
32,1,558,8.228294
32,2,426,8.356684
32,3,512,8.383566
32,4,425,8.453414
33,0,383,12.239310
33,1,355,12.285459
33,2,305,12.528178
33,3,387,12.804010
33,4,95,12.838997
34,0,71,9.263704
34,1,84,9.387755
34,2,275,9.391269
34,3,339,9.475748
34,4,212,9.526027
35,0,345,9.268236
35,1,505,9.526318
35,2,291,9.896763
35,3,41,9.980389
35,4,476,10.036293
36,0,512,9.822950
36,1,91,10.045547
36,2,470,10.062027
36,3,491,10.187434
36,4,158,10.290216
37,0,41,9.099895
37,1,384,9.961660
37,2,583,10.160063
37,3,590,10.226691
37,4,170,10.388986
38,0,243,8.382554
38,1,21,8.495194
38,2,429,8.594584
38,3,583,8.665401
38,4,170,8.798981
39,0,134,9.616356
39,1,92,9.919621
39,2,491,10.003310
39,3,509,10.197542
39,4,185,10.310792
40,0,573,10.597949
40,1,197,10.954326
40,2,252,11.238742
40,3,236,11.267418
40,4,363,11.307840
41,0,72,8.361806
41,1,429,8.788896
41,2,350,8.999905
41,3,384,9.146709
41,4,583,9.148514
42,0,468,9.011027
42,1,583,9.103115
