gen_index,rank,real_index,distance
0,0,225,8.042015
0,1,62,8.352443
0,2,275,8.806980
0,3,251,8.839069
0,4,265,8.860958
1,0,424,13.394322
1,1,265,13.425028
1,2,431,13.923607
1,3,275,13.945809
1,4,358,14.158630
2,0,350,8.046236
2,1,71,8.411601
2,2,156,8.418181
2,3,55,8.488681
2,4,345,8.598995
3,0,6,9.284324
3,1,183,9.353213
3,2,127,9.445552
3,3,7,9.471866
3,4,44,9.598060
4,0,76,15.621417
4,1,300,15.847977
4,2,88,15.913313
4,3,286,16.108683
4,4,206,16.115366
5,0,90,10.369542
5,1,52,11.376518
5,2,97,11.948222
5,3,391,12.150643
5,4,330,12.371567
6,0,396,9.695967
6,1,398,9.896433
6,2,343,9.943591
6,3,291,10.225412
6,4,194,10.407250
7,0,279,11.976030
7,1,229,12.249716
7,2,226,12.471647
7,3,233,12.817188
7,4,273,13.327725
8,0,458,10.899529
8,1,259,11.095989
8,2,265,11.262973
8,3,361,11.543848
8,4,374,11.565660
9,0,259,13.760687
9,1,424,13.763787
9,2,244,13.779739
9,3,265,13.792729
9,4,332,13.799930
10,0,338,8.953985
10,1,302,9.095287
10,2,397,9.268102
10,3,126,9.282181
10,4,425,9.285146
11,0,392,10.621472
11,1,64,11.825499
11,2,165,12.545758
11,3,178,12.570614
11,4,170,12.795837
12,0,131,11.635489
12,1,220,13.238251
12,2,384,13.488290
12,3,253,13.507049
12,4,262,13.624933
13,0,49,9.791937
13,1,158,9.956561
13,2,328,10.076893
13,3,87,10.173792
13,4,244,10.515753
14,0,424,13.559452
14,1,372,13.729116
14,2,83,13.875264
14,3,45,13.893266
14,4,288,13.950036
15,0,132,10.049900
15,1,386,10.392869
15,2,384,10.539992
15,3,387,10.702580
15,4,343,10.714553
16,0,294,13.437117
16,1,257,13.602583
16,2,119,13.629143
16,3,253,13.646036
16,4,290,13.714131
17,0,354,8.913138
17,1,408,8.968518
17,2,396,9.083707
17,3,397,9.338326
17,4,45,9.609496
18,0,47,13.759079
18,1,67,16.042652
18,2,185,16.269636
18,3,155,16.910864
18,4,171,16.965370
19,0,177,11.708399
19,1,130,12.013478
19,2,167,12.170308
19,3,57,12.378057
19,4,117,12.434128
20,0,119,12.776749
20,1,294,13.456080
20,2,236,13.484975
20,3,88,13.552512
20,4,253,13.642726
21,0,71,7.473684
21,1,370,7.579289
21,2,55,7.885576
21,3,256,8.069297
21,4,288,8.317924
22,0,440,14.196248
22,1,224,14.336372
22,2,154,14.336613
22,3,234,14.604319
22,4,470,14.624063
23,0,164,10.597852
23,1,74,10.653346
23,2,207,10.898992
23,3,116,11.614350
23,4,41,11.658412
24,0,269,11.066323
24,1,79,11.457382
24,2,196,11.476933
24,3,89,11.528560
24,4,134,11.529058
25,0,62,5.702986
25,1,55,6.929549
25,2,326,6.934499
25,3,156,7.320283
25,4,370,7.608061
26,0,127,12.119844
26,1,189,12.200519
26,2,153,12.356535
26,3,197,12.406429
26,4,94,12.473724
27,0,462,15.675101
27,1,437,15.971353
27,2,470,16.134151
27,3,435,17.217905
27,4,426,17.814684
28,0,424,12.506923
28,1,372,12.914653
28,2,307,12.940734
28,3,71,13.010884
28,4,348,13.019110
29,0,392,13.336555
29,1,224,13.534918
29,2,71,13.549584
29,3,358,13.626596
29,4,359,13.684852
30,0,386,11.246929
30,1,397,11.303794
30,2,132,11.349072
30,3,394,11.456580
30,4,369,11.559142
31,0,154,12.383239
31,1,421,12.888741
31,2,238,13.085184
31,3,281,13.088032
31,4,46,13.107777
32,0,412,13.957453
32,1,409,14.193999
32,2,421,14.299707
32,3,310,14.313556
32,4,126,14.344445
33,0,262,10.258086
33,1,315,10.565793
33,2,217,11.263572
33,3,253,11.450519
33,4,186,11.680316
34,0,277,9.608038
34,1,65,9.813259
34,2,397,10.497346
34,3,338,10.654131
34,4,291,10.902153
35,0,424,12.792677
35,1,288,13.447194
35,2,307,13.565508
35,3,392,13.690009
35,4,83,13.715435
36,0,255,12.014837
36,1,328,12.086728
36,2,171,12.141615
36,3,292,12.506124
36,4,371,12.665347
37,0,269,10.580072
37,1,89,11.225450
37,2,196,11.249175
37,3,313,11.276907
37,4,300,11.298397
38,0,340,12.047574
38,1,455,12.120851
38,2,407,12.310100
38,3,145,12.390448
38,4,434,12.426342
39,0,126,10.102882
39,1,343,10.447945
39,2,269,10.989473
39,3,134,11.192592
39,4,313,11.258755
40,0,294,9.352538
40,1,332,9.566035
40,2,267,10.818692
40,3,384,11.410453
40,4,119,11.412543
41,0,421,10.520720
41,1,137,11.170495
41,2,214,11.860028
41,3,135,11.973094
41,4,409,12.080930
42,0,407,8.008647
42,1,71,8.157503
42,2,156,8.521854
42,3,302,8.569853
42,4,134,8.600129
43,0,177,9.384706
43,1,167,10.031989
43,2,130,10.244925
43,3,101,11.175131
43,4,58,11.538652
44,0,234,13.020438
44,1,302,13.548970
44,2,264,13.569869
44,3,297,13.654342
44,4,433,13.733748
45,0,118,10.641804
45,1,179,13.848462
45,2,92,13.857838
45,3,46,14.048216
45,4,107,14.361615
46,0,94,10.819746
46,1,214,10.952323
46,2,1,10.996421
46,3,137,11.486554
46,4,7,11.492310
47,0,268,9.827802
47,1,278,11.299994
47,2,310,11.588397
47,3,161,11.798099
47,4,429,11.942047
48,0,363,11.623850
48,1,302,12.261583
48,2,224,12.359714
48,3,225,12.371820
48,4,244,12.490143
49,0,90,10.336018
49,1,315,10.768777
49,2,97,11.024099
49,3,294,11.117953
49,4,449,11.494962
50,0,233,11.592418
50,1,262,11.730367
50,2,222,11.750690
50,3,236,11.943039
50,4,217,12.074966
51,0,115,13.886151
51,1,133,13.949997
51,2,23,14.253167
51,3,382,14.494942
51,4,439,14.841519
52,0,405,15.199012
52,1,266,15.961297
52,2,112,16.126854
52,3,311,16.253225
52,4,171,16.257189
53,0,132,15.154114
53,1,384,15.260257
53,2,368,15.352032
53,3,386,15.744655
53,4,366,15.834872
54,0,344,9.302958
54,1,156,9.954635
54,2,55,9.965036
54,3,71,9.994191
54,4,79,10.083406
55,0,24,12.839610
55,1,117,13.095358
55,2,214,14.018932
55,3,46,14.319701
55,4,190,14.411597
56,0,75,11.244340
56,1,17,12.156651
56,2,46,12.479631
56,3,86,12.593025
56,4,198,12.844107
57,0,342,10.389045
57,1,126,10.536789
57,2,338,10.801888
57,3,310,10.810262
57,4,65,10.835828
58,0,186,12.832505
58,1,273,13.049628
58,2,103,13.186457
58,3,58,13.210331
58,4,262,13.606217
59,0,424,15.846519
59,1,426,16.098488
59,2,439,16.105185
59,3,462,16.145260
59,4,258,16.407797
60,0,283,8.697289
60,1,397,8.996021
60,2,277,9.688083
60,3,338,9.697573
60,4,358,9.719642
61,0,408,13.245908
61,1,372,13.594837
61,2,387,13.595867
61,3,359,13.882041
61,4,396,13.986023
62,0,59,11.568030
62,1,57,12.620346
62,2,127,13.194759
62,3,82,13.386559
62,4,5,13.566705
63,0,183,10.998996
63,1,104,11.630024
63,2,39,11.728974
63,3,127,11.874630
63,4,7,11.980748
64,0,256,9.044451
64,1,408,9.594979
64,2,398,9.830692
64,3,134,9.849769
64,4,261,9.852103
65,0,424,12.908242
65,1,265,13.529711
65,2,275,13.940306
65,3,288,14.374737
65,4,350,14.433773
66,0,332,8.658936
66,1,345,8.706992
66,2,350,8.911936
66,3,261,9.016864
66,4,396,9.041652
67,0,42,11.154461
67,1,46,11.772061
67,2,183,12.094179
67,3,214,12.132476
67,4,57,12.301820
68,0,44,8.960812
68,1,57,9.553374
68,2,104,10.188300
68,3,7,10.424753
68,4,127,10.425854
69,0,189,10.184699
69,1,34,10.698037
69,2,197,10.913016
69,3,137,11.436630
69,4,135,11.523120
70,0,384,13.340375
70,1,392,13.801923
70,2,368,13.869172
70,3,386,13.972345
70,4,45,13.993219
71,0,214,10.857989
71,1,1,10.877051
71,2,213,11.643349
71,3,183,11.856925
71,4,177,12.242881
72,0,134,8.171390
72,1,269,8.324627
72,2,256,9.287973
72,3,254,9.462396
