gen_index,rank,real_index,distance
0,0,416,8.846855
0,1,487,8.870054
0,2,227,8.981150
0,3,49,9.039771
0,4,488,9.075493
1,0,497,9.625381
1,1,487,9.677944
1,2,44,9.801531
1,3,509,9.838689
1,4,493,9.864079
2,0,378,6.737782
2,1,0,6.972668
2,2,248,7.185738
2,3,452,7.364163
2,4,66,7.515333
3,0,166,9.017775
3,1,139,9.390046
3,2,165,9.826078
3,3,252,10.103112
3,4,292,10.177106
4,0,192,8.696646
4,1,201,8.963366
4,2,279,9.240962
4,3,268,9.287058
4,4,292,9.425388
5,0,416,9.164386
5,1,449,9.558657
5,2,49,10.190767
5,3,133,10.353249
5,4,114,10.461783
6,0,84,8.369171
6,1,138,8.581853
6,2,234,8.703076
6,3,428,8.767929
6,4,340,9.122167
7,0,66,7.498486
7,1,510,7.656664
7,2,0,7.700347
7,3,248,7.717955
7,4,407,7.880791
8,0,35,9.479203
8,1,378,9.507132
8,2,206,9.631672
8,3,67,9.809912
8,4,271,9.858585
9,0,340,8.659602
9,1,474,9.656414
9,2,84,9.878392
9,3,216,10.064395
9,4,441,10.075170
10,0,182,9.319566
10,1,79,10.012620
10,2,437,10.088758
10,3,347,10.117582
10,4,326,10.216035
11,0,28,8.998172
11,1,49,9.718517
11,2,104,9.840435
11,3,501,9.949595
11,4,416,10.189049
12,0,119,8.450800
12,1,381,8.759290
12,2,150,9.293933
12,3,417,9.588967
12,4,66,9.766494
13,0,458,6.909575
13,1,4,7.312323
13,2,511,7.856054
13,3,452,7.917396
13,4,162,8.034548
14,0,370,10.242962
14,1,180,11.102038
14,2,45,11.129224
14,3,207,11.558849
14,4,348,11.564788
15,0,457,8.458140
15,1,252,8.737641
15,2,275,8.935137
15,3,497,9.375853
15,4,76,9.441693
16,0,29,10.796740
16,1,2,11.134386
16,2,91,11.246484
16,3,58,12.247872
16,4,354,12.332024
17,0,295,8.724506
17,1,77,9.637468
17,2,283,10.362188
17,3,211,10.645348
17,4,365,11.074562
18,0,356,12.343607
18,1,181,12.915912
18,2,22,13.052700
18,3,457,13.316351
18,4,41,13.325644
19,0,2,14.102586
19,1,152,14.549554
19,2,264,14.582636
19,3,488,14.583586
19,4,23,14.634447
20,0,317,7.924787
20,1,509,8.253432
20,2,66,8.380038
20,3,449,8.387624
20,4,67,8.667693
21,0,96,13.063610
21,1,230,13.316364
21,2,196,13.473253
21,3,435,13.818904
21,4,327,13.845394
22,0,305,6.978990
22,1,211,9.287988
22,2,76,9.349626
22,3,72,9.363528
22,4,41,9.371139
23,0,102,10.377762
23,1,147,10.443101
23,2,372,10.444266
23,3,152,10.466800
23,4,401,10.474179
24,0,137,10.383224
24,1,496,10.550445
24,2,196,10.703407
24,3,47,10.871526
24,4,192,10.885142
25,0,387,12.945904
25,1,334,14.174125
25,2,348,14.362081
25,3,307,14.545814
25,4,370,15.026015
26,0,1,10.728889
26,1,368,10.996118
26,2,425,11.251055
26,3,306,11.562449
26,4,370,11.794200
27,0,14,10.180490
27,1,175,11.038200
27,2,66,11.039057
27,3,368,11.131371
27,4,209,11.220872
28,0,407,7.793569
28,1,177,8.261548
28,2,510,9.021692
28,3,248,9.214121
28,4,0,9.380207
29,0,154,8.638353
29,1,345,8.909772
29,2,493,9.300056
29,3,352,9.490345
29,4,481,9.538387
30,0,416,13.134218
30,1,266,13.406489
30,2,493,13.453054
30,3,66,13.515883
30,4,67,13.616067
31,0,0,11.934501
31,1,407,12.164533
31,2,248,12.377084
31,3,361,12.434517
31,4,240,12.492944
32,0,28,10.232467
32,1,188,11.169856
32,2,367,11.223993
32,3,422,11.334947
32,4,166,11.458224
33,0,91,11.361111
33,1,26,11.791509
33,2,86,11.879163
33,3,464,11.937600
33,4,155,12.195429
34,0,486,8.929141
34,1,140,10.745198
34,2,462,11.101161
34,3,332,11.135148
34,4,46,11.251161
35,0,370,11.970114
35,1,45,12.087344
35,2,1,12.205630
35,3,334,12.346699
35,4,180,12.388798
36,0,253,13.858603
36,1,346,14.682801
36,2,444,14.750706
36,3,69,15.551488
36,4,471,15.635885
37,0,501,9.815585
37,1,109,10.115785
37,2,271,10.646116
37,3,152,10.691129
37,4,502,10.706692
38,0,325,9.960386
38,1,18,10.317139
38,2,294,10.942741
38,3,226,10.970814
38,4,241,11.562173
39,0,275,8.860993
39,1,175,9.937911
39,2,497,10.064559
39,3,178,10.084777
39,4,201,10.217797
40,0,266,11.640570
40,1,372,11.825850
40,2,181,12.194543
40,3,356,12.214232
40,4,351,12.381450
41,0,190,10.063819
41,1,117,10.168281
41,2,364,10.663636
41,3,163,11.124550
41,4,94,11.252810
42,0,299,9.141560
42,1,441,9.337362
42,2,308,9.903308
42,3,257,9.938661
42,4,216,10.323408
43,0,416,8.144025
43,1,373,8.946469
43,2,197,8.956891
43,3,152,9.038854
43,4,66,9.063244
44,0,227,6.842564
